Generation,Name,Gene0,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15
6,Patrick SearleIV,-0.4010284,0.8725772,0.03750658,-0.7615684,0.9858274,0.8021823,-0.2646654,0.4233307,-0.7873736,0.7635616,0.2918049,0.7643005,0.006631732,-0.613732,0.04512525,0.5172831
6,Patrick Searle ,-0.4010284,0.8725772,0.03750658,-0.7615684,0.9858274,0.8021823,-0.2646654,0.4233307,-0.7873736,0.7635616,0.2918049,0.7643005,0.006631732,-0.613732,0.04512525,0.5172831
6,Patrick SearleIII,-0.4010284,-0.07067925,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.05378175,0.334843,-0.6665573,0.6679435,0.8570812,-0.5363922
6,Patrick SearleV,-0.4010284,-0.07067925,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.05378175,0.334843,-0.6665573,0.6679435,0.8570812,-0.5363922
6,John HayesII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.2918049,0.7643005,-0.3685142,0.6679435,0.5110511,-0.465603
6,John Hayes ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.2918049,0.7643005,-0.3685142,0.6679435,0.5110511,-0.465603
7,Valentino Minsky ,-0.8644794,-0.4289883,-0.6757611,-0.4792238,-0.5483173,0.9513901,0.006219029,0.5162885,0.7980943,-0.4659746,-0.3948869,-0.909336,-0.7536925,0.5940956,0.8570812,-0.5363922
7,Frank Hayes ,-0.04862732,0.2920191,-0.5103379,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.1341413,-0.9246557,0.9257029,-0.908625,0.8116992,0.6679435,0.8570812,-0.5363922
7,Patrick Searle ,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
7,Frank MinskyV,-0.5379447,-0.07067925,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Patrick Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Patrick SearleII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
7,Patrick MinskyIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Patrick BraitenbergII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.001310229,-0.908625,0.8116992,-0.1572502,-0.6418984,0.07540381
7,Patrick Minsky ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Patrick MinskyII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,John Rosenblatt ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,John RosenblattII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Patrick Rosenblatt ,-0.4010284,-0.07067925,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Hugo Minsky ,-0.04862732,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
7,Patrick SearleIV,-0.4010284,-0.07067925,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.2918049,0.7643005,-0.3685142,-0.613732,0.04512525,0.5172831
7,Patrick SearleIII,-0.4010284,0.8725772,0.03750658,-0.7615684,0.9858274,0.8021823,-0.2646654,0.4233307,-0.7873736,0.7635616,0.2918049,0.7643005,0.006631732,-0.613732,0.04512525,0.5172831
7,Frank MinskyII,0.9333057,-0.5628937,-0.7960575,0.9762307,-0.6139064,0.3284602,0.3257221,-0.3375032,0.2516336,0.2176762,-0.001310229,-0.908625,0.8116992,-0.1572502,-0.6418984,0.07540381
7,Frank Minsky ,0.9333057,-0.5628937,-0.7960575,0.9762307,-0.6139064,0.3284602,0.3257221,-0.3375032,0.2516336,0.2176762,-0.001310229,-0.908625,0.8116992,-0.1572502,-0.6418984,0.07540381
7,Frank MinskyIV,0.9333057,-0.5628937,-0.7960575,0.9762307,-0.6139064,0.3284602,0.3257221,-0.3375032,0.2516336,0.2176762,-0.001310229,-0.908625,0.8116992,-0.1572502,-0.6418984,0.07540381
7,Frank MinskyIII,0.9333057,-0.5628937,-0.7960575,0.9762307,-0.6139064,0.3284602,0.3257221,-0.3375032,0.2516336,0.2176762,-0.001310229,-0.908625,0.8116992,-0.1572502,-0.6418984,0.07540381
8,John Rosenblatt ,-0.5379447,-0.07067925,0.03750658,0.5781723,0.6018744,0.9513901,0.006219029,0.5162885,0.7980943,-0.4659746,-0.3948869,0.003721118,-0.7536925,0.5940956,0.8570812,-0.5363922
8,Valentino Minsky ,-0.8644794,-0.4289883,-0.6757611,-0.4792238,-0.5483173,0.9513901,0.006219029,0.5162885,0.7980943,-0.4659746,-0.3948869,-0.909336,-0.7536925,0.2795982,0.5110511,-0.465603
8,Frank Hayes ,-0.04862732,0.2920191,-0.5103379,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.1341413,-0.9246557,0.9257029,-0.908625,0.8116992,0.6679435,0.8570812,-0.5363922
8,Patrick Searle ,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
8,Patrick SearleIII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,0.2795982,0.5110511,-0.465603
8,Patrick MinskyII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.8465357
8,John Minsky ,-0.1551746,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Patrick Perlin ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,-0.8497344,-0.465603
8,Patrick MinskyIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.8176486,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Patrick BraitenbergII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.5172831
8,Patrick Minsky ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Patrick Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.5172831
8,Hugo Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,0.9757562,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Hugo Minsky ,-0.04862732,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Patrick SearleII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,0.9374142,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
8,Ken MinskyII,-0.8644794,-0.4289883,-0.6757611,-0.4792238,-0.5483173,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Ken Minsky ,-0.8644794,-0.4289883,-0.6757611,-0.4792238,-0.5483173,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,John Braitenberg ,-0.4010284,0.8725772,0.03750658,-0.6926455,0.6018744,0.9757562,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,John BraitenbergII,-0.4010284,0.8725772,0.03750658,-0.6926455,0.6018744,0.9757562,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
8,Patrick SearleIV,-0.4010284,-0.07067925,0.03750658,0.5781723,0.6018744,-0.5035375,0.3257221,0.5821545,0.2516336,0.2176762,0.05378175,0.334843,-0.6665573,0.5940956,0.8570812,-0.5363922
9,John Minsky ,-0.5379447,-0.07067925,0.03750658,0.5781723,0.6018744,0.9513901,0.006219029,0.5162885,0.7980943,-0.4659746,-0.3948869,0.003721118,-0.7536925,0.5940956,0.5110511,-0.465603
9,John BraitenbergIII,-0.4010284,0.8725772,0.03750658,0.247559,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,-0.4414349,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
9,Patrick SearleIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
9,Patrick SearleIV,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
9,Patrick SearleII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,0.2795982,0.5110511,-0.465603
9,Patrick Searle ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
9,Patrick SearleV,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.10572,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
9,John MinskyV,-0.1551746,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
9,Patrick Minsky ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.8465357
9,John Perlin ,-0.04862732,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,-0.8497344,-0.465603
9,John MinskyVI,-0.1551746,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
9,Patrick KruskalIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,-0.5244563
9,John MinskyIII,-0.04862732,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
9,John BraitenbergII,-0.04862732,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.2955446,0.5110511,-0.465603
9,Patrick KruskalII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,-0.4824859,-0.6665573,-0.613732,0.04512525,0.5172831
9,Patrick Kruskal ,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,-0.4824859,-0.6665573,-0.613732,0.04512525,0.5172831
9,Hugo Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,0.9757562,0.8983701,-0.4574829,-0.4121968,-0.2319895,-0.8775876,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
9,John MinskyII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
9,John MinskyIV,-0.4010284,0.8725772,0.03750658,0.247559,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.05378175,0.334843,-0.6665573,-0.2955446,0.5110511,-0.465603
9,John Braitenberg ,-0.4010284,0.8725772,0.03750658,-0.6926455,0.6018744,0.9757562,0.8983701,-0.4574829,-0.4121968,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,0.8570812,-0.5363922
10,John MinskyII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,0.2123715,0.7733198,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.8465357
10,Patrick Searle ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Frank Searle ,-0.4010284,0.5754998,-0.6935075,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,0.2795982,0.5110511,-0.465603
10,Patrick SearleVIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Patrick de Vries ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.9902073,0.5172831
10,Patrick SearleVII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Patrick SearleVI,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Patrick SearleV,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Patrick SearleIX,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Patrick SearleIV,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,0.2795982,0.5110511,-0.465603
10,Patrick SearleIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
10,Patrick SearleII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.1897691,-0.613732,0.04512525,0.5172831
10,Patrick KruskalIII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,-0.4824859,-0.6665573,-0.613732,0.04512525,0.5172831
10,Patrick Kruskal ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,-0.5244563
10,Patrick KruskalII,-0.4010284,0.5754998,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,-0.8775876,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
10,John Braitenberg ,-0.04862732,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.2955446,0.5110511,-0.465603
10,Patrick Minsky ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.7733198,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.8465357
10,Patrick MinskyII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.7733198,-0.4574829,-0.4121968,-0.2001712,0.2267976,0.334843,-0.6665573,0.2795982,0.5110511,-0.8465357
10,John Minsky ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,0.3255571,-0.8819762,0.7635616,0.05378175,0.334843,-0.6665573,0.2795982,0.5110511,-0.465603
10,Hugo Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,0.9757562,0.8983701,-0.4574829,-0.4121968,-0.2319895,0.2267976,-0.159961,-0.6665573,-0.613732,0.04512525,0.5172831
11,Patrick SearleVII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick Searle ,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleX,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleIII,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleIV,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleV,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleVI,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleXII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.1316087,0.5172831
11,Patrick Rosenblatt ,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,-0.2144701,-0.613732,0.04512525,0.5172831
11,Patrick SearleVIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick RosenblattII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.4874523
11,Patrick SearleIX,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,-0.67432,0.5172831
11,Patrick BraitenbergIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.8325874
11,Patrick Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.8325874
11,Patrick BraitenbergII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.4874523
11,Patrick Kruskal ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,-0.5244563
11,Patrick RosenblattIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick RosenblattIV,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
11,Patrick SearleXI,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.8144804,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,John Hayes ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,0.1298338,0.8983701,-0.4574829,0.4756426,-0.2001712,0.4491975,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick MinskyII,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.5140654,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.4874523
12,Patrick Minsky ,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.5140654,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.4874523
12,Patrick SearleVII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.5262309,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick Searle ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleIX,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.1316087,0.5172831
12,Patrick SearleIV,-0.4058937,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleVIII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleV,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleVI,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick SearleXI,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,0.4756426,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,-0.8867272,0.5172831
12,Frank Braitenberg ,-0.4010284,0.8725772,-0.8177867,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.4874523
12,Patrick RosenblattII,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick Rosenblatt ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.9257029,-0.06829894,0.8116992,-0.613732,0.04512525,0.5172831
12,Patrick Braitenberg ,-0.4010284,0.8725772,0.03750658,0.5781723,0.6018744,-0.5035375,0.8983701,-0.4574829,-0.885036,-0.2001712,0.2267976,0.334843,-0.6665573,-0.613732,0.04512525,0.8325874
